id_pedido;id_cliente;nome_cliente;email;telefone;data_pedido;estado;cidade;canal_venda;dispositivo;categoria_produto;produto;quantidade;preco_unitario;desconto_pct;frete;valor_total;forma_pagamento;parcelas;idade_cliente;renda_mensal;tempo_cliente_meses;nivel_fidelidade;id_parceiro;avaliacao;devolvido;cupom_usado;recomprou_90d
PED2026010432;CLI01935;Lucas Almeida;lucasalmeida.1935@exemplo.com;21929307452;2026-02-26;RJ;Rio de Janeiro;APP;MOBILE;Eletrodomésticos;Micro-ondas;1;1400;0;8.27;1408.27;PIX;1;34;5919.84;28;Ouro;PROPRIO;2;0;0;0
PED2026000789;CLI03081; Paulo Dias ;paulodias.3081@exemplo.com;(41) 94676-2150;09-01-2026;SP;São Paulo;MARKETPLACE;MOBILE;Alimentação;Cesta Gourmet;2;247.98;0;15.95;511.92;CARTAO_CREDITO;4;37;2367.89;30;Ouro;PARC017;3;0;0;1
PED2026005703;CLI00953;Bruno Santos;brunosantos.953@exemplo.com;(51) 96450-5902;2026-04-18;BA;Salvador;web;DESKTOP;Esportes;Kit Academia;1;232.07;0;56.87;288.94;CARTAO_CREDITO;1;57;4719.95;63;Diamante;PROPRIO;4;0;0;1
PED2026003420;CLI01852;Karen Costa;karencosta.1852@exemplo.com; 71982630851 ;2026-01-20;RS;Porto Alegre;MARKETPLACE;MOBILE;Telefonia;Carregador USB-C;1;126.49;0;19.55;146.04;CARTAO_DEBITO;1;30;6149.74;78;Diamante;PARC038;4;0;0;0
PED2026010612;CLI03376;Gabriela Santos;gabrielasantos.3376@exemplo.com;+55 81 90339-1956;25/04/2026;MG;Belo Horizonte;APP;mobile;Moda e Acessórios;Camiseta;1;77.73;0.2;25.47;87.65;CARTAO_CREDITO;1;52;7298.47;25;Ouro;PROPRIO;4;0;1;0
PED2026004865;CLI01138;Diego Silva;diegosilva.1138@exemplo.com;(19) 97807-4937;2026-06-21;SE;Aracaju;SITE;DESKTOP;Eletrodomésticos;Geladeira;1;5176.98;0;4.98;5181.96;CARTAO_CREDITO;12;33;6020.04;61;Diamante;PROPRIO;4;0;0;1
PED2026010935;CLI02204;Mariana Santos; marianasantos.2204@exemplo.com ;11973262096;2026-08-25;SP;São Paulo;APP;MOBILE;Beleza e Saúde;Kit Skincare;1;600;0.05;0;570.0;CARTAO_DEBITO;1;44;6904.25;80;Diamante;PROPRIO;5;0;1;1
PED2026010242;CLI00039;Wesley Ramos;wesleyramos.39@exemplo.com;+55 31 92387-3360;2026-01-31;RIO GRANDE DO NORTE;Natal;MARKETPLACE;DESKTOP;Alimentação;Kit Café Especial;1;73.93;0;17.76;91.69;CARTAO CREDITO;1;60;2881.51;10;Ouro;PARC236;;0;0;0
PED2026008807;CLI03200;Olivia Costa;oliviacosta.3200@exemplo.com;11973467525;2026-05-16;MG;Belo Horizonte;MARKETPLACE;DESKTOP;Beleza e Saúde;Secador;1;467.57;0.15;23.13;420.57;CARTEIRA_DIGITAL;1;53;2657.42;3;Bronze;PARC254;4;0;1;1
PED2026011090;CLI03268;Felipe Gomes;felipegomes.3268@exemplo.com;51981911562;2026-01-22;MS;Campo Grande;MARKETPLACE;DESKTOP;Eletrônicos;Caixa de Som;1;1406.41;0;0;1406.41;PIX;1;61;5260.04;67;Diamante;PARC184;4;0;0;1
PED2026008485;CLI00180;Zeca Oliveira;zecaoliveira.180@exemplo.com;(71) 91623-8200;2026-03-20;MG;Belo Horizonte;APP;DESKTOP;Telefonia;Smartphone;1;4352.77;0.2;0;3482.21;PIX;1;54;3498.82;52;Diamante;PROPRIO;4;0;1;1
PED2026010783;CLI01603;Queila Costa; queilacosta.1603@exemplo.com ;31943335695;2026/02/27;MT;Cuiabá;SITE;MOBILE;Moda e Acessórios;Tênis;3;747.78;0.05;0;2131.16;CARTAO_CREDITO;1;40;3354.44;17;Prata;PROPRIO;4;0;1;1
PED2026007144;CLI02069;Paulo Rocha;paulorocha.2069@exemplo.com;31 91513-3732;2026-04-24;PR;Curitiba;APP;MOBILE;Eletrônicos;Smart TV;1;5478.72;0;0;5478.72;CARTAO_DEBITO;1;21;1858.48;4;Prata;PROPRIO;4;0;0;0
PED2026002837;CLI01786;Bruno Rocha;brunorocha.1786@exemplo.com;(81) 96821-5433;2026-05-21;mg;Belo Horizonte;App;MOBILE;Informática;Teclado mecânico;1;962.92;0;17.89;980.81;PIX;1;35;4577.15;9;Prata;PROPRIO;4;0;0;0
PED2026003959;CLI01927;Carla Vieira;carlavieira.1927@exemplo.com;71 94982-1097;2026-08-14;MG;Belo Horizonte;APP;TABLET;Eletrodomésticos;Lavadora;1;4800;0;0;4800;boleto bancário;1;40;2109.84;32;Ouro;PROPRIO;4;0;0;0
PED2026010645;CLI02354;RAFAEL SILVA;rafaelsilva.2354@exemplo.com;11925766097;2026-07-27;SP;São Paulo;APP;MOBILE;Telefonia;Carregador USB-C;1;105.5;0.05;1.86;102.08;PIX;1;27;2601.61;15;Ouro;PROPRIO;5;1;1;0
PED2026005627;CLI00844;Bruno Ferreira;brunoferreira.844@exemplo.com;+55 41 90964-9305;2026-08-17;MT;Cuiabá;MARKETPLACE;DESKTOP;Alimentação;Snacks;1;104.14;0.1;26.17;119.89;CARTAO_CREDITO;3;34;4868.91;44;Diamante;PARC028;4;0;1;0
PED2026000982;CLI02028;Rafael Oliveira;rafaeloliveira.2028@exemplo.com;(11) 93574-1094;2026/08/30;S.P.;São Paulo;APP;DESKTOP;jogos;Headset Gamer;2;705.4;0.05;0;1340.25;CARTAO_CREDITO;1;51;3194.38;83;Diamante;PROPRIO;5;0;1;1
PED2026011267;CLI02625;João Teixeira ;joãoteixeira.2625@exemplo.com;(81) 92576-5332;2026-03-04;SP;São Paulo;SITE;MOBILE;Moda e Acessórios;Mochila;1;371.94;0;13.86;385.8;CARTEIRA_DIGITAL;1;31;5677.28;78;Diamante;PROPRIO;5;1;0;1
PED2026007961;CLI01415;Rafael Vieira;rafaelvieira.1415@exemplo.com;61945549973;2026-04-23;RS;PORTO ALEGRE;MARKETPLACE;DESKTOP;Telefonia;Carregador USB-C;2;93.9;0.15;16.81;176.44;CARTAO_CREDITO;3;40;5357.04;9;Prata;PARC089;4;0;0;1
PED2026007426;CLI01090;Henrique Ramos;henriqueramos.1090@exemplo.com;(47) 97126-9739;2026-02-03;SP;São Paulo;MARKETPLACE;MOBILE;Informática;Monitor;1;2654.2;0;0;2654.2;CARTAO_CREDITO;1;43;4398.1;31;Ouro;PARC138;4;0;0;0
PED2026000799;CLI01136;Karen Vieira;karenvieira.1136@exemplo.com;(81) 98534-1399;2026-07-30;MG;Belo Horizonte;SITE;DESKTOP;Beleza e Saúde;Kit Skincare;2;238.23;0;0;476.46;CARTAO_CREDITO;3;19;5642.98;21;Ouro;PROPRIO;5;0;0;1
PED2026006200;CLI03202;Henrique Rocha;HENRIQUEROCHA.3202@EXEMPLO.COM;31976580031;2026-01-28;SP;São Paulo;app;MOBILE;Moda e Acessorios;Camiseta;1;170.61;0.1;36.72;190.27;PIX;1;29;1200;63;Diamante;PROPRIO;5;0;0;1
PED2026005596;CLI01430;Bruno Gomes;brunogomes.1430@exemplo.com;(51) 93803-3505;2026-03-02;RJ;Rio de Janeiro;APP;MOBILE;Eletrodomésticos;Micro-ondas;3;997.25;0;0;2991.75;CARTAO_CREDITO;10;51;1599.5;28;Ouro;PROPRIO;3;0;0;0
PED2026007285;CLI00678;João Vieira;joãovieira.678@exemplo.com;(47) 97177-7094;2026-06-09;MG;Belo Horizonte;MARKETPLACE;MOBILE;Telefonia;Fone Bluetooth;1;900;0.15;1.89;766.89;pix;1;38;3998.54;55;Diamante;PARC020;4;0;1;0
PED2026008943;CLI02956;Karen Pereira; karenpereira.2956@exemplo.com ;41914801728;2026-02-01;SP;São Paulo;APP;MOBILE;Moda e Acessórios;Jaqueta;1;419.84;0;9.06;428.9;PIX;1;22;1200;48;Ouro;PROPRIO;4;0;0;0
PED2026007581;CLI02472;João Rocha;joãorocha.2472@exemplo.com;(41) 98744-2476;2026-06-05;MT;Cuiabá;APP;TABLET;Outros;Pet Shop;1;316.56;0.15;8.34;277.41;CARTAO_CREDITO;2;43;3621.86;9;Prata;PROPRIO;4;0;1;0
PED2026004252;CLI03087;Bruno Nunes;brunonunes.3087@exemplo.com;(81) 97407-4870;2026-08-04;mt;Cuiabá;APP;MOBILE;Moda e Acessórios;Mochila;1;124.0;0.1;20.77;132.37;PIX;1;39;6260.75;29;Ouro;PROPRIO;4;0;1;1
PED2026001381;CLI00589;Wesley Barbosa;wesleybarbosa.589@exemplo.com;(11) 95772-2458;2026-05-27;SP;São Paulo;LOJA_FISICA;MOBILE;MODA E ACESSÓRIOS;Jaqueta;1;850;0.05;0;807.5;CARTAO_CREDITO;2;19;2426.23;17;Prata;PROPRIO;5;0;0;1
PED2026001699;CLI02780;Ursula Souza;ursulasouza.2780@exemplo.com;31 96034-5163;2026-01-12;GO;Goiânia;SITE;DESKTOP;Eletrodomésticos;Cafeteira;1;261.27;0.1;27.12;262.27;cartao credito;3;31;3321.96;62;Diamante;PROPRIO;4;1;0;0
PED2026002057;CLI00866;João Almeida;joãoalmeida.866@exemplo.com;(71) 95645-1024;2026-04-30;MG;Belo Horizonte;loja fisica;DESKTOP;Beleza e Saúde;Perfume;1;495.53;0.2;27.32;423.74;PIX;1;44;4753.61;69;Diamante;PROPRIO;5;0;0;0
PED2026001932;CLI01698;thiago souza;thiagosouza.1698@exemplo.com;(47) 91237-4092;2026-03-21;ES;Vitória;SITE;MOBILE;Eletrônicos;Caixa de Som;1;1390.27;0.15;36.47;1218.2;CARTAO_CREDITO;5;32;2425.27;46;Ouro;PROPRIO;4;0;1;1
PED2026001777;CLI01592;Ursula Rocha;ursularocha.1592@exemplo.com;(51) 99320-3994;2026-06-03;SP;São Paulo;APP;MOBILE;Eletrônicos;Câmera Wi-Fi;1;160.43;0.2;18.51;146.86;CARTAO_CREDITO;1;34;4433.1;7;Prata;PROPRIO;5;0;1;0
PED2026009604;CLI01153;Gabriela Costa;gabrielacosta.1153@exemplo.com;(41) 90605-3918;2026-04-24;SP;São Paulo;APP;MOBILE;Casa e Decoração;Jogo de Cama;3;334.6;0;0;1003.79;Cartão Crédito;3;55;3039.77;18;Ouro;PROPRIO;4;0;0;1
PED2026003004;CLI00625;Bruno Ramos;brunoramos.625@exemplo.com; 21979461519 ;2026-02-19;SC;Florianópolis;APP;DESKTOP;Esportes;Bicicleta;1;2024.24;0.05;0;1923.03;PIX;1;50;5059.47;18;Ouro;PROPRIO;;0;1;0
PED2026006673;CLI01472;Mariana Gomes;marianagomes.1472@exemplo.com;51904331473;2026-01-13;RJ;RIO DE JANEIRO;SITE;DESKTOP;Telefonia;Carregador USB-C;1;109.66;0;13.31;122.97;PIX;1;36;1988.93;48;Diamante;PROPRIO;3;0;0;1
PED2026005992;CLI00812;Nicolas Costa;nicolascosta.812@exemplo.com; 47962337941 ;2026-05-12;RJ;Rio de Janeiro;APP;MOBILE;Telefonia;Fone Bluetooth;1;900;0;0;900;CARTAO_CREDITO;1;71;11662.95;5;Prata;PROPRIO;5;0;0;0
PED2026008320;CLI02306;Sofia Dias;sofiadias.2306@exemplo.com;(21) 99957-1725;2026-01-10;MS; Campo Grande ;APP;DESKTOP;Beleza e Saúde;Perfume;1;437.68;0.05;35.84;451.63;PIX;1;32;3594.56;79;Diamante;PROPRIO;3;0;1;0
PED2026011733;CLI02363;Wesley Barbosa;wesleybarbosa.2363@exemplo.com;85 90613-6468;2026-06-25;SP;São Paulo;APP;DESKTOP;Casa e Decoração;Organizador;1;105.19;0.05;21.13;121.06;Crédito;1;41;4156.78;49;Diamante;PROPRIO;5;0;1;1
PED2026009510;CLI01858;Vinicius Rocha;viniciusrocha.1858@exemplo.com;(41) 96529-7799;2026-06-25;SP;São Paulo;Aplicativo;MOBILE;Telefonia;Smartphone;5;6500;0;25.97;32525.97;CARTEIRA_DIGITAL;1;54;6924.22;21;Ouro;PROPRIO;5;0;0;0
PED2026005966;CLI01447; Ana Nunes ;ananunes.1447@exemplo.com;(51) 92356-8595;2026-01-04;SP;São Paulo;LOJA_FISICA;MOBILE;Telefonia;Smartphone;1;6500;0.2;0;5200.0;PIX;1;41;5887.04;78;Diamante;PROPRIO;5;0;0;1
PED2026007663;CLI00707;Isabela Rocha;isabelarocha.707@exemplo.com;(51) 93004-3458;2026-05-30;SC;Florianópolis;APP;DESKTOP;Eletrodomésticos;Lavadora;2;3624.22;0.05;0;6886.02;PIX;1;30;3995.67;2;Ouro;PROPRIO;4;0;0;1
PED2026010965;CLI00695;Zeca Almeida;zecaalmeida.695@exemplo.com;(85) 91921-9607;2026-03-01;Rio Grande do Sul;Porto Alegre;SITE;DESKTOP;Informática;Mouse sem fio;1;261.38;0.2;18.72;227.82;CARTEIRA_DIGITAL;1;32;2728.37;38;Ouro;PROPRIO;5;0;1;1
PED2026010741;CLI00498;Ursula Santos;ursulasantos.498@exemplo.com;(31) 98834-2123;2026-04-14;SÃO PAULO;São Paulo;SITE;TABLET;Beleza e Saúde;Escova Elétrica;1;544.76;0;0;544.76;CARTAO_CREDITO;1;52;11290.2;21;Ouro;PROPRIO;5;0;0;0
PED2026002918;CLI02304;Karen Lima;karenlima.2304@exemplo.com;31 92192-5614;2026-07-27;Minas Gerais;Belo Horizonte;SITE;DESKTOP;Eletrodomésticos;Micro-ondas;1;619.37;0;0;619.37;PIX;1;42;5490.26;69;Diamante;PROPRIO;4;0;0;1
PED2026000117;CLI02583;Mariana Santos;marianasantos.2583@exemplo.com;(11) 90835-1947;2026-03-18;SP;São Paulo;APP;MOBILE;Informática;SSD;1;561.81;0.1;0;505.63;PIX;1;28;1307.82;70;Diamante;PROPRIO;4;0;1;1
PED2026005741;CLI03509;Olivia Souza;oliviasouza.3509@exemplo.com;(61) 90996-3396;05/05/2026;RJ;Rio de Janeiro;MARKETPLACE;MOBILE;Casa e Decoração;Organizador;3;79.01;0;13.97;250.99;CARTAO_CREDITO;3;64;7496.14;48;Diamante;PARC088;5;0;0;1
PED2026001715;CLI02608;Mariana Costa;marianacosta.2608@exemplo.com;81997127412;2026-06-29;PE;Recife;SITE;MOBILE;Informática;Monitor;1;2425.84;0;0;2425.84;BOLETO;1;40;7501.04;22;Prata;PROPRIO;4;0;0;1
PED2026011330;CLI02761;Thiago Lima;thiagolima.2761@exemplo.com;(41) 94059-9461;2026-01-26;SP;SÃO PAULO;SITE;MOBILE;telefonia;Carregador USB-C;1;180;0.05;12.26;183.26;PIX;1;42;4234.88;49;Diamante;PROPRIO;4;0;0;0
PED2026009811;CLI02519;Ana Vieira;anavieira.2519@exemplo.com;(19) 90661-6809;2026-07-25;SP;São Paulo;APP;MOBILE;Alimentação;Snacks;1;80.61;0;23.37;103.98;Cartão Débito;1;44;1542.23;73;Diamante;PROPRIO;4;0;0;0
PED2026003613;CLI02181;Mariana Oliveira;marianaoliveira.2181@exemplo.com; 11979673683 ;2026-01-27;PR;Curitiba;MARKETPLACE;DESKTOP;Telefonia;Smartphone;1;4165.69;0.1;0;3749.12;PIX;1;63;9687.98;50;Diamante;PARC178;4;0;1;0
PED2026005312;CLI03457;Karen Costa;karencosta.3457@exemplo.com;(51) 97941-4094;2026-04-06;PR;Curitiba;MARKETPLACE;DESKTOP;Jogos;Controle;1;650;0.25;31.84;519.34;CARTAO_CREDITO;1;40;3969.96;38;Diamante;PARC175;5;0;1;1
PED2026003248;CLI01509;Bruno Rocha;brunorocha.1509@exemplo.com;(41) 90950-5139;2026-07-16;CE;Fortaleza;MARKETPLACE;DESKTOP;Eletrodomésticos;Micro-ondas;1;1400;0.1;0;1260.0;BOLETO;1;36;1656.66;50;Ouro;PARC082;3;0;1;1
PED2026008502;CLI02208;Felipe Santos;felipesantos.2208@exemplo.com;(81) 95309-7813;2026-02-12;SP;São Paulo;APP;DESKTOP;Esportes;Bicicleta;1;3328.8;0;0;3328.8;Pix;1;39;2734.81;26;Ouro;PROPRIO;4;0;0;0
PED2026005017;CLI01261;Wesley Souza ;wesleysouza.1261@exemplo.com;(85) 97068-1478;11/05/2026;MG;Belo Horizonte;MARKETPLACE;TABLET;Beleza e Saúde;Perfume;1;460.76;0.1;18.86;433.54;PIX;1;40;2001.76;43;Diamante;PARC037;4;0;0;1
PED2026007578;CLI01479;Isabela Ramos;isabelaramos.1479@exemplo.com;31971095870;2026-04-20;MA;São Luís;APP;DESKTOP;beleza e saúde;Perfume;2;287.96;0;24.55;600.46;BOLETO;1;40;4177.85;48;Diamante;PROPRIO;4;0;0;1
PED2026007950;CLI00524;Lucas Ramos;lucasramos.524@exemplo.com;61928887706;2026-07-03;SP;São Paulo;SITE;MOBILE;Moda e Acessórios;Jaqueta;4;300.09;0;0;1200.38;PIX;1;43;2176.91;8;Prata;PROPRIO;2;0;0;0
PED2026000229;CLI02812;Gabriela Santos;gabrielasantos.2812@exemplo.com;(47) 97397-5061;2026-08-14;MS;Campo Grande;MARKETPLACE;mobile;Informática;SSD;1;1316.57;0.05;28.36;1279.1;PIX;1;49;3846.2;6;Prata;PARC074;4;0;1;1
PED2026010012;CLI02143;Lucas Ferreira;lucasferreira.2143@exemplo.com;(21) 91643-2517;2026-05-06;RN; Natal ;MARKETPLACE;MOBILE;Outros;Papelaria;1;218.2;0;13.64;231.84;CARTAO_CREDITO;6;28;2011.56;72;Diamante;PARC178;5;0;0;1
PED2026011586;CLI00901;Thiago Lima;thiagolima.901@exemplo.com;11974149748;2026-08-09;pr;Curitiba;SITE;TABLET;Telefonia;Smartwatch;2;808.98;0;0;1617.97;CARTAO_CREDITO;3;32;3061.08;63;Diamante;PROPRIO;3;0;0;1
PED2026006672;CLI01742;Lucas Souza;lucassouza.1742@exemplo.com;(41) 97367-6912;2026-04-10;SAO PAULO;São Paulo;APP;MOBILE;Eletrodomésticos;Micro-ondas;2;498.67;0;23.42;1020.76;PIX;1;49;6001.51;54;Diamante;PROPRIO;4;0;0;1
PED2026006219;CLI00580;Eduarda Martins;eduardamartins.580@exemplo.com;(51) 90303-7210;2026-06-13;espírito santo;Vitória;MARKETPLACE;DESKTOP;Jogos;Headset Gamer;1;813.02;0.05;0;772.37;PIX;1;44;3639.42;73;Diamante;PARC140;4;0;1;1
PED2026005765;CLI00032;Queila Costa;queilacosta.32@exemplo.com;(11) 92525-0661;2026-06-28;MG;Belo Horizonte;LOJA_FISICA;DESKTOP;Cultura;Instrumento Musical;1;2500;0;35.34;2535.34;CARTAO_CREDITO;3;33;2130.27;4;Prata;PROPRIO;4;0;0;0
PED2026011026;CLI01133;Eduarda Barbosa;eduardabarbosa.1133@exemplo.com;(19) 97010-0528;2026-04-02;SP;São Paulo;APP;MOBILE;Casa e Decoração;Cadeira Escritório;1;1760.76;0.2;0;1408.61;CARTEIRA DIGITAL;1;25;3174.28;20;Ouro;PROPRIO;4;0;0;1
PED2026009662;CLI00594;Lucas Ferreira;lucasferreira.594@exemplo.com;(41) 98661-0114;2026-01-25;PE;Recife;APP;DESKTOP;Casa e Decoração;Cadeira Escritório;1;2265.08;0.1;19.06;2057.63;CARTAO_CREDITO;1;30;3849.13;31;Ouro;PROPRIO;4;0;1;0
PED2026000784;CLI00489;Isabela Ferreira;isabelaferreira.489@exemplo.com;(41) 95156-9362;2026-06-16;MG;Belo Horizonte;MARKETPLACE;DESKTOP;casa e decoração;Organizador;1;154.87;0;32.99;187.86;CARTAO_CREDITO;1;52;5847.5;8;Prata;PARC260;4;0;0;1
PED2026011227;CLI00866;João Almeida;joãoalmeida.866@exemplo.com;(71) 95645-1024;02-06-2026;MG;Belo Horizonte;MARKETPLACE;MOBILE;Informática;Mouse sem fio;1;180.98;0.15;19.89;173.72;pix;1;44;4753.61;69;Diamante;PARC151;3;0;1;1
PED2026007882;CLI03379;Gabriela Rocha;gabrielarocha.3379@exemplo.com;61 95055-9161;2026-01-03;SP;São Paulo;APP;MOBILE;Casa e Decoração;Jogo de Cama;1;450;0;23.76;473.76;PIX;1;39;6266.36;32;Diamante;PROPRIO;2;0;0;1
PED2026011381;CLI02198;Carla Gomes;carlagomes.2198@exemplo.com;11924091500;21/07/2026;MG;Belo Horizonte;MARKETPLACE;MOBILE;Eletrônicos;Smart TV;1;7291.28;0;31.61;7322.89;Crédito;3;52;7593.95;52;Diamante;PARC068;4;0;0;0
PED2026002102;CLI00574;Isabela Nunes;isabelanunes.574@exemplo.com; 47964923249 ;2026-04-02;GO;Goiânia;APP;MOBILE;Moda e Acessórios;Tênis;1;549.64;0.1;28.75;523.43;PIX;1;62;1705.45;35;Ouro;PROPRIO;5;0;1;0
PED2026002487;CLI02054;Queila Ramos;queilaramos.2054@exemplo.com;(51) 98186-9985;2026-08-11;ES;Vitória;SITE;MOBILE;Eletrodomésticos;Geladeira;1;3568.54;0;0;3568.54;CARTAO_CREDITO;10;31;3029.52;15;Ouro;PROPRIO;4;0;0;1
PED2026007871;CLI02718;Zeca Silva;zecasilva.2718@exemplo.com;(21) 90503-3229;2026-06-07;PR;Curitiba;WEB;DESKTOP;Eletrodomésticos;Micro-ondas;1;1400;0;0;1400;PIX;1;37;5538.58;64;Diamante;PROPRIO;3;0;0;1
PED2026008865;CLI03242;Lucas Teixeira; lucasteixeira.3242@exemplo.com ;(51) 94504-3458;2026-04-11;RN;Natal;SITE;desktop; Outros ;Pet Shop;1;276.59;0.2;17.45;238.72;PIX;1;31;4737.99;18;Ouro;PROPRIO;3;0;1;0
PED2026006324;CLI03342;MARIANA SANTOS; marianasantos.3342@exemplo.com ;(11) 96492-1387;2026-02-06;SC; Florianópolis ;APP;DESKTOP;Casa e Decoração;Jogo de Cama;1;271.07;0.1;26.59;270.55;Carteira Digital;1;43;4680.59;24;Ouro;PROPRIO;;0;1;1
PED2026003171;CLI02731;Paulo Lima;paulolima.2731@exemplo.com;(71) 94346-6329;2026-04-16;MA;São Luís;MARKETPLACE;MOBILE;Eletrônicos;Console;1;2923.93;0.2;33.38;2372.53;BOLETO;1;29;2179.67;54;Diamante;PARC106;4;1;1;0
PED2026011910;CLI00308;Carla Rocha;carlarocha.308@exemplo.com;(71) 92576-1806;2026-01-15;PIAUI;Teresina;MARKETPLACE;MOBILE;Beleza e Saúde;Secador;1;334.55;0.05;14.29;332.11;CARTAO_CREDITO;1;44;2922.71;78;Diamante;PARC029;4;0;1;1
PED2026005190;CLI01540;Carla Silva;carlasilva.1540@exemplo.com;+55 21 92390-9283;2026-07-12;BA;Salvador;APP;MOBILE;Informática;Teclado mecânico;4;1200;0;0;4800;CARTAO_DEBITO;1;41;4085.54;76;Diamante;PROPRIO;5;0;0;1
PED2026008289;CLI02133;Bruno Oliveira;brunooliveira.2133@exemplo.com;(41) 98204-2910;2026-04-24;PE;Recife; APP ;MOBILE;Moda e Acessórios;Tênis;3;251.27;0.1;0;678.44;PIX;1;55;3729.68;59;Diamante;PROPRIO;3;0;0;0
PED2026001021;CLI01867;Diego Barbosa; diegobarbosa.1867@exemplo.com ;41 90921-6500;2026-02-09;AM;Manaus;APP;DESKTOP;Alimentação;Kit Café Especial;2;114.19;0;32.16;260.55;PIX;1;31;2478.93;50;Ouro;PROPRIO;3;0;0;1
PED2026004629;CLI03526;Bruno Gomes;brunogomes.3526@exemplo.com;+55 47 95929-7042;2026-05-02;SP;São Paulo;APP;MOBILE;Moda e Acessórios;Jaqueta;1;647.81;0;17.42;665.23;PIX;1;43;2843.14;29;Ouro;PROPRIO;4;0;0;1
PED2026009154;CLI00452;Wesley Martins;wesleymartins.452@exemplo.com;(61) 95731-3173;2026-04-16;RS;Porto Alegre;SITE;MOBILE;Eletrodomésticos;Geladeira;1;5185.29;0;0;5185.29;cartao credito;6;51;1972.09;67;Diamante;PROPRIO;;0;0;1
PED2026002756;CLI01350;Vinicius Lima;viniciuslima.1350@exemplo.com;41 90070-3064;2026-02-20;ES;VITÓRIA;MARKETPLACE;MOBILE;Eletrônicos;Caixa de Som;1;2200;0.05;0;2090.0;CARTAO_CREDITO;6;42;5462.38;30;Ouro;PARC133;3;0;0;1
PED2026008621;CLI02871;Yasmin Lima;yasminlima.2871@exemplo.com;(51) 91439-8650;31/05/2026;BA;Salvador;LOJA_FISICA;TABLET;Eletrônicos;Console;1;4052.72;0;0;4052.72;PIX;1;38;3592.62;23;Prata;PROPRIO;4;0;0;0
PED2026002115;CLI02714;Wesley Oliveira;wesleyoliveira.2714@exemplo.com;(31) 97687-9816;2026-08-20;RS;PORTO ALEGRE;MARKETPLACE;TABLET;Outros;Papelaria;1;133.06;0.05;22.96;149.37;CARTAO_CREDITO;1;41;1477.07;30;Ouro;PARC091;5;0;1;1
PED2026008014;CLI02668;Mariana Oliveira;MARIANAOLIVEIRA.2668@EXEMPLO.COM;61 90380-6108;2026-07-02;PE;Recife;APP;MOBILE;Eletrodomésticos;Lavadora;2;4649.01;0.05;0;8833.13;PIX;1;36;2315.83;9;Prata;PROPRIO;5;0;1;0
PED2026002183;CLI02773;Eduarda Santos;eduardasantos.2773@exemplo.com;19992804455;2026-08-21;SP;São Paulo;App;DESKTOP;Eletrodomésticos;Geladeira;1;7200;0;0;7200;CARTAO_CREDITO;6;42;4279.18;82;Diamante;PROPRIO;5;0;0;1
PED2026000933;CLI02688;Sofia Gomes;sofiagomes.2688@exemplo.com;(61) 90420-9496;2026-04-30;SP; São Paulo ;SITE;MOBILE;Moda e Acessórios;Camiseta;2;162.85;0;38.6;364.29;PIX;1;34;2114.77;31;Ouro;PROPRIO;5;0;0;1
PED2026002428;CLI03476;Bruno Oliveira;brunooliveira.3476@exemplo.com;(71) 90612-7696;2026-05-19;MG;Belo Horizonte;LOJA_FISICA;MOBILE;Eletrônicos;Câmera Wi-Fi;1;635.26;0.25;14.6;491.05;PIX;1;68;7270.96;35;Ouro;PROPRIO;4;0;0;1
PED2026002639;CLI01227;Zeca Barbosa;zecabarbosa.1227@exemplo.com;(41) 97499-0274;2026-02-04;SP;São Paulo;SITE;MOBILE;Beleza e Saúde;Kit Skincare;1;135.73;0;32.7;168.43;PIX;1;24;1200;41;Diamante;PROPRIO;5;0;0;1
PED2026003992;CLI03498;Isabela Santos;isabelasantos.3498@exemplo.com;(11) 97237-3891;17/05/2026;SC;Florianópolis;APP;DESKTOP;Esportes;Bicicleta;1;3130.14;0;0;3130.14;cartao credito;3;35;5181.62;13;Prata;PROPRIO;4;0;0;1
PED2026009329;CLI02019;Lucas Martins;lucasmartins.2019@exemplo.com;(47) 90457-3171;2026-03-15;SC;Florianópolis;MARKETPLACE;MOBILE;Casa e Decoração;Cadeira Escritório;2;2060.73;0;0;4121.45;CARTAO_CREDITO;6;37;5681.24;48;Diamante;PARC120;5;0;0;0
PED2026006465;CLI01385;Mariana Vieira;marianavieira.1385@exemplo.com;(21) 94451-3522;2026-08-26;SC;Florianópolis;SITE;MOBILE;Moda e Acessórios;Mochila;1;384.98;0.15;25.68;352.91;CARTAO_CREDITO;3;45;11195.2;9;Prata;PROPRIO;5;0;1;0
PED2026004549;CLI01455;Lucas Oliveira;lucasoliveira.1455@exemplo.com;(11) 91573-3559;27/01/2026;Rio Grande do Sul;Porto Alegre;SITE;MOBILE;Eletrônicos;Console;1;3996.31;0;0;3996.31;PIX;1;23;1990.26;57;Diamante;PROPRIO;4;0;0;1
PED2026010469;CLI03397;Yasmin Souza;yasminsouza.3397@exemplo.com;(81) 97858-1339;2026-04-27;PR;Curitiba;SITE;DESKTOP;Eletrodomésticos;Geladeira;1;7200;0;0;7200;PIX;1;57;4492.04;28;Ouro;PROPRIO;3;1;0;0
